69/69logo_small;69LOGO_SMALL
bastir/s256-02ab;S256-02AB
bastir/s256-02ar;S256-02AR
bastir/topredclouds;TOPREDCLOUDS
bastir/zplasma_blueflow;ZPLASMA_BLUEFLO
bastir/zplasma_redflow;ZPLASMA_REDFLOW
blemish/b18c_sppb_kb_k;B18C_SPPB_KB_K
blemish/bb07_b11b_kb_k;BB07_B11B_KB_K
blemish/blem_pj_e3_center2_r;BLEM_PJ_E3_CENT
blemish/blocks11b_baseboard01_blocks11bbroke3;BLOCKS11B_BASEB
blemish/clouds1;CLOUDS1
blemish/clouds2;CLOUDS2
blemish/gkc15b_baseboard09_f;GKC15B_BASEBOAR
blemish/mb06_atech2_c;MB06_ATECH2_C
blemish/xttrim_b11b_bsd01_b11bb3;XTTRIM_B11B_BSD
blemish/yellowflare;YELLOWFLARE
blemish/yellowteleporter;YELLOWTELEPORTE
bst_delirium/concrete_black_delirium;CONCRETE_BLACK_
bst_delirium/portaledge_delirium_red;PORTALEDGE_DELI
bst_delirium/portalnoise_delirium;PORTALNOISE_DEL
bst_tech/bst_crate1;BST_CRATE1
bst_tech/bst_crate2;BST_CRATE2
bst_tech/bst_floor1;BST_FLOOR1
bst_tech/bst_floor2;BST_FLOOR2
bst_tech/bst_floor3;BST_FLOOR3
bst_tech/bst_item_ar;BST_ITEM_AR
bst_tech/bst_item_mh;BST_ITEM_MH
bst_tech/bst_jumppadsmall;BST_JUMPPADSMAL
bst_tech/bst_panel;BST_PANEL
bst_tech/bst_panel_tile1;BST_PANEL_TILE1
bst_tech/bst_panel_tile2;BST_PANEL_TILE2
bst_tech/bst_panel_tile3;BST_PANEL_TILE3
bst_tech/bst_panel_tile4;BST_PANEL_TILE4
bst_tech/bst_panel_tile5;BST_PANEL_TILE5
bst_tech/bst_panel_tile6;BST_PANEL_TILE6
bst_tech/bst_panel2;BST_PANEL2
bst_tech/bst_striplight;BST_STRIPLIGHT
bst_tech/bst_striplight2;BST_STRIPLIGHT2
bst_tech/bst_striplight3;BST_STRIPLIGHT3
bst_tech/bst_teleexit;BST_TELEEXIT
bst_tech/bst_trim_s1;BST_TRIM_S1
bst_tech/bst_trim_s10;BST_TRIM_S10
bst_tech/bst_trim_s11;BST_TRIM_S11
bst_tech/bst_trim_s12;BST_TRIM_S12
bst_tech/bst_trim_s13;BST_TRIM_S13
bst_tech/bst_trim_s14;BST_TRIM_S14
bst_tech/bst_trim_s15;BST_TRIM_S15
bst_tech/bst_trim_s16;BST_TRIM_S16
bst_tech/bst_trim_s2;BST_TRIM_S2
bst_tech/bst_trim_s3;BST_TRIM_S3
bst_tech/bst_trim_s5;BST_TRIM_S5
bst_tech/bst_trim_s6;BST_TRIM_S6
bst_tech/bst_trim_s7;BST_TRIM_S7
bst_tech/bst_trim_s8;BST_TRIM_S8
bst_tech/bst_trim_s9;BST_TRIM_S9
bst_tech/bst_trim_sml;BST_TRIM_SML
bst_tech/bst_trim2;BST_TRIM2
bst_tech/bst_trim3;BST_TRIM3
bst_tech/bst_trim4;BST_TRIM4
bst_tech/bst_trim5;BST_TRIM5
bst_tech/bst_trim6;BST_TRIM6
bst_tech/bst_trim7;BST_TRIM7
bst_tech/bst_trim8;BST_TRIM8
bst_tech/bst_vent1;BST_VENT1
bst_tech/bst_vent2;BST_VENT2
bst_tech/bst_vent4;BST_VENT4
bst_tech/bst_vent5;BST_VENT5
bst_tech/bst_vent6;BST_VENT6
bst_tech/bst_vent7;BST_VENT7
bst_tech/bst_wall1;BST_WALL1
bst_tech/bst_wall2;BST_WALL2
bst_tech/bst_wall4;BST_WALL4
bst_tech/bst_weap_gl;BST_WEAP_GL
bst_tech/bst_weap_lg;BST_WEAP_LG
bst_tech/bst_weap_pg;BST_WEAP_PG
bst_tech/bst_weap_rg;BST_WEAP_RG
bst_tech/bst_weap_rl;BST_WEAP_RL
bst_tech/bst_weap_sg;BST_WEAP_SG
bst_tech/fan_grey;FAN_GREY
bst_tech/grey_ceiling;GREY_CEILING
bst_tech/greypanel;GREYPANEL
bst_tech/greypanel_dark1;GREYPANEL_DARK1
bst_tech/greypanel_dark2;GREYPANEL_DARK2
bst_tech/greypanel_dark3;GREYPANEL_DARK3
bst_tech/greypanel1;GREYPANEL1
bst_tech/greypanel2;GREYPANEL2
bst_tech/greywall_dark0;GREYWALL_DARK0
bst_tech/greywall_dark1;GREYWALL_DARK1
bst_tech/greywall_dark2;GREYWALL_DARK2
bst_tech/greywall_dark3;GREYWALL_DARK3
bst_tech/greywall2;GREYWALL2
bst_tech/greywall3;GREYWALL3
bubctf1/e8_base1b;E8_BASE1B
bubctf1/e8_jumppad02;E8_JUMPPAD02
bubctf1/e8_jumppad02r;E8_JUMPPAD02R
bubctf1/e8_launchpad1;E8_LAUNCHPAD1
bubctf1/e8_launchpad1r;E8_LAUNCHPAD1R
bubctf1/e8_mtlwall3b;E8_MTLWALL3B
bubctf1/e8_rlight;E8_RLIGHT
bubctf1/e8crete03_blue;E8CRETE03_BLUE
bubctf1/e8crete03_red;E8CRETE03_RED
bubctf1/e8cretefloor_tile;E8CRETEFLOOR_TI
bubctf1/e8metal_blue;E8METAL_BLUE
bubctf1/e8metal_red;E8METAL_RED
bubctf1/e8tinylightblue;E8TINYLIGHTBLUE
bubctf1/e8trim2_blue;E8TRIM2_BLUE
bubctf1/e8trim2_red;E8TRIM2_RED
bubctf1/e8trimlight2_blue;E8TRIMLIGHT2_BL
bubctf1/weapfloor_1;WEAPFLOOR_1
bubctf1/weapfloor_shadow;WEAPFLOOR_SHADO
camper/b_panel_edged;B_PANEL_EDGED
camper/r_panel_edged;R_PANEL_EDGED
camper/redmetal2b;REDMETAL2B
camper/s_bluebase;S_BLUEBASE
camper/s_padmet;S_PADMET
camper/s_pjgrate1;S_PJGRATE1
camper/s_redbase;S_REDBASE
camper/s_wire02_f1;S_WIRE02_F1
charon_dm9/charonmetalsupport4i;CHARONMETALSUPP
charon_dm9/charonstreetbricks14;CHARONSTREETBRI
charon_dm9/floortiles2_256;FLOORTILES2_256
chunk/Chunkwalk1b;CHUNKWALK1B
chunk/chunkwoodceiling1;CHUNKWOODCEILIN
chunk/skullarchchunk;SKULLARCHCHUNK
chunk/support2b_g;SUPPORT2B_G
chunk/voices;VOICES
classic2_0/achtung_clang_blue;ACHTUNG_CLANG_B
classic2_0/archpart6_b;ARCHPART6_B
classic2_0/blue_banner_bg;BLUE_BANNER_BG
classic2_0/blumetal_1;BLUMETAL_1
classic2_0/border11c_pulse1b_r;BORDER11C_PUL01
classic2_0/border11c_x;BORDER11C_X
classic2_0/borderlight_b;BORDERLIGHT_B
classic2_0/brownrock;BROWNROCK
classic2_0/brownrock3;BROWNROCK3
classic2_0/cautionwall;CAUTIONWALL
classic2_0/cctf_banner;CCTF_BANNER
classic2_0/clang_floor-cctf;CLANG_FLOOR-CCT
classic2_0/clang-3waveblue;CLANG-3WAVEBLUE
classic2_0/clang-3wavered;CLANG-3WAVERED
classic2_0/concrete_dark_blue;CONCRETE_DARK_B
classic2_0/concrete_dark_red;CONCRETE_DARK_R
classic2_0/concretelines-cctf2;CONCRETELINES-C
classic2_0/concretenonmild-cctf;CONCRETENONMILD
classic2_0/console_b;CONSOLE_B
classic2_0/console_r;CONSOLE_R
classic2_0/csmetal;CSMETAL
classic2_0/drymud2;DRYMUD2
classic2_0/e6xgratebasic;E6XGRATEBASIC
classic2_0/grass1_mossy;GRASS1_MOSSY
classic2_0/heiro_02;HEIRO_02
classic2_0/heiro_03;HEIRO_03
classic2_0/ik_cplate_256256a;IK_CPLATE_25625
classic2_0/ironcrosslt1;IRONCROSSLT1
classic2_0/ironcrossltblue;IRONCROSSLTBLUE
classic2_0/kilt_alien_boarder;KILT_ALIEN_BOAR
classic2_0/kilt_alien_boarder2;KILT_ALIEN_BO00
classic2_0/kilt_alien_boarder3;KILT_ALIEN_BO01
classic2_0/kilt_conc_bolts1;KILT_CONC_BOLTS
classic2_0/largeblockblue;LARGEBLOCKBLUE
classic2_0/largeblockred;LARGEBLOCKRED
classic2_0/marbler;MARBLER
classic2_0/marbler2;MARBLER2
classic2_0/mars_view;MARS_VIEW
classic2_0/metalbluecctf;METALBLUECCTF
classic2_0/metallogo_blue;METALLOGO_BLUE
classic2_0/metallogo_red;METALLOGO_RED
classic2_0/metalredcctf;METALREDCCTF
classic2_0/metalsupport4i_blue;METALSUPPORT4I_
classic2_0/metalsupport4i_red;METALSUPPORT400
classic2_0/mtl_floorgrt_h;MTL_FLOORGRT_H
classic2_0/oldstone2;OLDSTONE2
classic2_0/oldstone2_bas01;OLDSTONE2_BAS01
classic2_0/oldstone2_step;OLDSTONE2_STEP
classic2_0/oldstone2_trim01;OLDSTONE2_TRIM0
classic2_0/oldstone3;OLDSTONE3
classic2_0/oldstone3_trim01;OLDSTONE3_TRIM0
classic2_0/oldstone4;OLDSTONE4
classic2_0/panel04blue-cctf;PANEL04BLUE-CCT
classic2_0/panel04-cctf;PANEL04-CCTF
classic2_0/panel04red-cctf;PANEL04RED-CCTF
classic2_0/panelblue-cctf;PANELBLUE-CCTF
classic2_0/panelred-cctf;PANELRED-CCTF
classic2_0/patch10line4;PATCH10LINE4
classic2_0/pipes2-cctf;PIPES2-CCTF
classic2_0/pipescctf;PIPESCCTF
classic2_0/pjrock9b_2;PJROCK9B_2
classic2_0/pool3d_3c;POOL3D_3C
classic2_0/pool3d_5b;POOL3D_5B
classic2_0/pool3d_5c;POOL3D_5C
classic2_0/pool3d_6c;POOL3D_6C
classic2_0/proto_lightblue;PROTO_LIGHTBL01
classic2_0/q1teleporter;Q1TELEPORTER
classic2_0/quake3sign_cctf;QUAKE3SIGN_CCTF
classic2_0/red_banner_bg;RED_BANNER_BG
classic2_0/red_light;RED_LIGHT
classic2_0/redmetal_1;REDMETAL_1
classic2_0/redmetal2b;REDMETAL2B00
classic2_0/redmetalsupport2b;REDMETALSUPPORT
classic2_0/shinymetaldoor_cctf;SHINYMETALDOO01
classic2_0/steelfloorcctf;STEELFLOORCCTF
classic2_0/supportctfblue-cctf;SUPPORTCTFBLUE-
classic2_0/supportctfred-cctf;SUPPORTCTFRED-C
classic2_0/t_wll_fnctrm;T_WLL_FNCTRM
classic2_0/t_wll_fnctrm_sign;T_WLL_FNCTRM_SI
classic2_0/t_wll_fnctrm_sign2;T_WLL_FNCTRM_00
classic2_0/tilefloor6;TILEFLOOR600
classic2_0/trim_cementwall_wrn_blue;TRIM_CEMENTWALL
classic2_0/trim_cementwall_wrn_red;TRIM_CEMENTWA00
classic2_0/trim_drkrstmtl;TRIM_DRKRSTMTL
classic2_0/trim_odd;TRIM_ODD
classic2_0/trim_unlit;TRIM_UNLIT
classic2_0/trim2_rstmtl;TRIM2_RSTMTL
classic2_0/trim3_rstmtl;TRIM3_RSTMTL
classic2_0/trim4_rstmtl;TRIM4_RSTMTL
classic2_0/trim5b_rstmtl;TRIM5B_RSTMTL
classic2_0/trimblue-cctf2;TRIMBLUE-CCTF2
classic2_0/trimred-cctf2;TRIMRED-CCTF2
classic2_0/trstmtl_panel;TRSTMTL_PANEL
classic2_0/tsrtmtl_panel_btm;TSRTMTL_PANEL_B
classic2_0/tv_blue;TV_BLUE
classic2_0/tv_red;TV_RED
classic2_0/wood4a;WOOD4A
common/areaportal;AREAPORTAL
common/black;BLACK0001
common/bluegoal;BLUEGOAL
common/botclip;CLIP
common/caulk;CAULK
common/clip;CLIP
common/clusterportal;CLUSTERPORTAL
common/cushion;CUSHION
common/donotenter;DONOTENTER
common/full_clip;CLIP
common/hint;CLIP
common/hintskip;CLIP
common/invisible;INVISIBLE
common/lightgrid;LIGHTGRID
common/metalclip;CLIP
common/mirror1;MIRROR1
common/missileclip;CLIP
common/nodraw;NODRAW
common/nodrawnonsolid;NODRAWNONSOLID
common/nodrop;NODROP
common/nolightmap;NOLIGHTMAP
common/origin;ORIGIN
common/qer_mirror;QER_MIRROR
common/qer_portal;QER_PORTAL
common/slick;SLICK
common/terrain;TERRAIN
common/trigger;TRIGGER
common/watercaulk;WATERCAULK
common/weapclip;CLIP
common/white;WHITE
coraltwctf/danger_alpha;DANGER_ALPHA
coraltwctf/dangerback_alpha;DANGERBACK_ALPH
coraltwctf/grndjustsand;GRNDJUSTSAND
coraltwctf/grndsand1;GRNDSAND1
coraltwctf/grndsandrubble1;GRNDSANDRUBBLE1
coraltwctf/grndsandstar;GRNDSANDSTAR
coraltwctf/iloveyou;ILOVEYOU
coraltwctf/oldwood;OLDWOOD
coraltwctf/sakana1;SAKANA1
coraltwctf/sakana2;SAKANA2
coraltwctf/sakana3;SAKANA3
coraltwctf/same;SAME
coraltwctf/scrub1;SCRUB1
coraltwctf/scrub1side;SCRUB1SIDE
coraltwctf/sea;SEA
coraltwctf/spanmoss;SPANMOSS
coraltwctf/watr1;WATR1
coraltwctf/wood001;WOOD001
coraltwctf/wood004;WOOD004
coraltwctf/wood9;WOOD9
cpm23/blocks2;BLOCKS2
cpm23/brick1_1;BRICK1_1
cpm23/ceil15;CEIL15
cpm23/ceil16;CEIL16
cpm23/clangfloor3;CLANGFLOOR3
cpm23/clangfloor3blood;CLANGFLOOR3BLOO
cpm23/crow1;CROW1
cpm23/cstonefloor1;CSTONEFLOOR1
cpm23/cstonefloor1blood;CSTONEFLOOR1BLO
cpm23/cstonefloor1ow;CSTONEFLOOR1OW
cpm23/dirt1;DIRT1
cpm23/fan2;FAN2
cpm23/goth1;GOTH1
cpm23/grate1;GRATE1
cpm23/litpan1;LITPAN1
cpm23/litpan2;LITPAN2
cpm23/litpan3;LITPAN3
cpm23/nubian5;NUBIAN5
cpm23/Pan1a;PAN1A
cpm23/Pan1b;PAN1B
cpm23/Pan4a;PAN4A
cpm23/Pan4b;PAN4B
cpm23/protograte1;PROTOGRATE1
cpm23/protograte3;PROTOGRATE3
cpm23/rock_new1;ROCK_NEW1
cpm23/rock_new2;ROCK_NEW2
cpm23/slip3;SLIP3
cpm23/slip4;SLIP4
cpm23/trilite1;TRILITE1
cpm23/wcrete0;WCRETE0
cpm23/wcrete6;WCRETE6
cpm23/wcrod1;WCROD1
cpm23/wcrod2;WCROD2
cpm23/wcrod3;WCROD3
cpm23/wcrod4;WCROD4
cpm23/wmetal3;WMETAL3
cpm23/xpipe3;XPIPE3
cpm23/xpiplun1a;XPIPLUN1A
cpm23/xpiplun2a;XPIPLUN2A
cpm23/xpiplun2b;XPIPLUN2B
cpm23/zinc_baseboard1;ZINC_BASEBOARD1
cpm23/zinc_baseboard2;ZINC_BASEBOARD2
cpm23/zinc_baseboard2v;ZINC_BASEBOAR00
cpm23/zinc_lite1;ZINC_LITE1
cpm23/zinc_lite2;ZINC_LITE2
cpm23/zinc_lite3;ZINC_LITE3
cpm23/zinc_lite4;ZINC_LITE4
cpm23/zinc_panel1;ZINC_PANEL1
cpm23/zinc_panel2;ZINC_PANEL2
cpm23/zinc_panel4;ZINC_PANEL4
cpm23/zinc_panel5;ZINC_PANEL5
cpm23/zinc_panel6b;ZINC_PANEL6B
cpm23/zinc_pillar1;ZINC_PILLAR1
cpm23/zinc_pillar2;ZINC_PILLAR2
cpm23/zinc_pillar2v;ZINC_PILLAR2V
cpm23/zinc_rusty1;ZINC_RUSTY1
cpm23/zinc_rusty1ach;ZINC_RUSTY1ACH
cpm24/floor05;FLOOR05
cpm24/floor1;FLOOR1
cpm24/grate1_1;GRATE1_1
cpm24/green1_1;GREEN1_1
cpm24/green1_2;GREEN1_2
cpm24/light01;LIGHT01
cpm24/litpan1;LITPAN100
cpm24/litpan2;LITPAN200
cpm24/litpan3;LITPAN300
cpm24/metal_rustybrown_wideslots;METAL_RUSTYBROW
cpm24/metal4_1;METAL4_1
cpm24/metal4_1shiny;METAL4_1SHINY
cpm24/metal9_1;METAL9_1
cpm24/metalbase;METALBASE
cpm24/metalmech1;METALMECH1
cpm24/metalstrip2;METALSTRIP2
cpm24/redline;REDLINE
cpm24/redstatic;REDSTATIC
cpm24/stair1;STAIR1
cpm24/trim20;TRIM20
cpm24/trlight05;TRLIGHT05
cpm24/wastelt1;WASTELT1
cpm24/wcrod1;WCROD100
cpm24/wmetal3;WMETAL300
cpm24/zinc_baseboard2;ZINC_BASEBOAR01
cpm24/zinc_baseboard2v;ZINC_BASEBOAR02
cpm24/zinc_pillar1;ZINC_PILLAR100
cpm24/zinc_pillar2v;ZINC_PILLAR2V00
cpm24/zinc_pillar3circles;ZINC_PILLAR3CIR
cpm24/zinc_rusty1;ZINC_RUSTY100
cpm24/zinc_rusty1ach;ZINC_RUSTY1AC00
cpm26/e_cpma_bnr_blue;E_CPMA_BNR_BLUE
cpm26/el_crate01;EL_CRATE01
cpm26/el_crate01_top;EL_CRATE01_TOP
cpm26/eq2_32caplight;EQ2_32CAPLIGHT
cpm26/eq2_banner;EQ2_BANNER
cpm26/eq2_banner_b;EQ2_BANNER_B
cpm26/eq2_banner_ow;EQ2_BANNER_OW
cpm26/eq2_banner_ow_b;EQ2_BANNER_OW_B
cpm26/eq2_baselt03;EQ2_BASELT03
cpm26/eq2_baselt03b;EQ2_BASELT03B
cpm26/eq2_bigmet_01;EQ2_BIGMET_01
cpm26/eq2_bmtl;EQ2_BMTL
cpm26/eq2_bmtl_02;EQ2_BMTL_02
cpm26/eq2_bmtl_02_384b;EQ2_BMTL_02_384
cpm26/eq2_bmtl_02_384b_b;EQ2_BMTL_02_300
cpm26/eq2_bmtl_05;EQ2_BMTL_05
cpm26/eq2_bmtl_05_b;EQ2_BMTL_05_B
cpm26/eq2_bmtl_06;EQ2_BMTL_06
cpm26/eq2_bmtl_08;EQ2_BMTL_08
cpm26/eq2_bmtl_08b;EQ2_BMTL_08B
cpm26/eq2_bmtl_08b_b;EQ2_BMTL_08B_B
cpm26/eq2_bounce;EQ2_BOUNCE
cpm26/eq2_bouncefan;EQ2_BOUNCEFAN
cpm26/eq2_fgrate_01;EQ2_FGRATE_01
cpm26/eq2_fgrate_03;EQ2_FGRATE_03
cpm26/eq2_floor_04;EQ2_FLOOR_04
cpm26/eq2_floor_05;EQ2_FLOOR_05
cpm26/eq2_floor_06b;EQ2_FLOOR_06B
cpm26/eq2_floor_07;EQ2_FLOOR_07
cpm26/eq2_geodet;EQ2_GEODET
cpm26/eq2_grate_01;EQ2_GRATE_01
cpm26/eq2_plainpanel;EQ2_PLAINPANEL
cpm26/eq2_rock_01;EQ2_ROCK_01
cpm26/eq2_rock_02;EQ2_ROCK_02
cpm26/eq2_rock_03;EQ2_ROCK_03
cpm26/eq2_stepsidelight;EQ2_STEPSIDELIG
cpm26/eq2_strogggrate;EQ2_STROGGGRATE
cpm26/eq2_strogggrate_b;EQ2_STROGGGRA00
cpm26/eq2_trimh_02;EQ2_TRIMH_02
cpm26/eq2_trimh_03b;EQ2_TRIMH_03B
cpm26/eq2_trimh_03cc;EQ2_TRIMH_03CC
cpm26/eq2_trimh_03d;EQ2_TRIMH_03D
cpm26/eq2_trimlight_01s;EQ2_TRIMLIGHT_0
cpm26/eq2_trimv_01;EQ2_TRIMV_01
cpm26/eq2_trimv_02;EQ2_TRIMV_02
cpm26/eq2_trimv_04;EQ2_TRIMV_04
cpm26/eq2_trimv_05b;EQ2_TRIMV_05B
cpm26/eq2_trimv_10;EQ2_TRIMV_10
cpm26/eq2_trimv_10b;EQ2_TRIMV_10B
cpm26/eq2_trimv_11;EQ2_TRIMV_11
cpm26/eq2_trimv_11b;EQ2_TRIMV_11B
cpm26/eq2_trimv_11d;EQ2_TRIMV_11D
cpm26/eq2_trimv_11e;EQ2_TRIMV_11E
cpm26/eq2_trimv_12b;EQ2_TRIMV_12B
cpm26/eq2_trimv_lite;EQ2_TRIMV_LITE
cpm26/eq2_trimv_mini;EQ2_TRIMV_MINI
cpm26/eq2_trimv_mini02;EQ2_TRIMV_MINI0
cpm26/eq2_trimv_mini02b;EQ2_TRIMV_MIN00
cpm26/eq2_weap_spawn;EQ2_WEAP_SPAWN
cpm26/eq2_weap_spawnlite;EQ2_WEAP_SPAWNL
cpm26/eq2_wire;EQ2_WIRE
cpm26/eq2_wires_01;EQ2_WIRES_01
cpm26/eq2_yell01;EQ2_YELL01
cpm26/eq3_pillargrooves;EQ3_PILLARGROOV
cpm26/floor1;FLOOR100
cpm26/grass4;GRASS4
cpm26/grassdirt;GRASSDIRT
cpm26/grasstone1;GRASSTONE1
cpm26/greywash_bk;GREYWASH_BK
cpm26/greywash_clouds;GREYWASH_CLOUDS
cpm26/greywash_dn;GREYWASH_DN
cpm26/greywash_ft;GREYWASH_FT
cpm26/greywash_lf;GREYWASH_LF
cpm26/greywash_rt;GREYWASH_RT
cpm26/greywash_up;GREYWASH_UP
cpm26/spd_doorairlock;SPD_DOORAIRLOCK
cpm27/clouds;CLOUDS
cpm27/cpma-poster;CPMA-POSTER
cpm27/cpmlogo2;CPMLOGO2
cpm27/cpmlogo-colour;CPMLOGO-COLOUR
cpm27/cretemetl01;CRETEMETL01
cpm27/cretemetl02;CRETEMETL02
cpm27/cretemetl03;CRETEMETL03
cpm27/cretewall01;CRETEWALL01
cpm27/cretewall02;CRETEWALL02
cpm27/cretewall03;CRETEWALL03
cpm27/eq2_rock_02;EQ2_ROCK_0200
cpm27/floor04;FLOOR04
cpm27/floor05;FLOOR0500
cpm27/floor07;FLOOR07
cpm27/floor1;FLOOR10001
cpm27/grassdirt;GRASSDIRT00
cpm27/grate1;GRATE100
cpm27/grate1_1;GRATE1_100
cpm27/iceflow_bk;ICEFLOW_BK
cpm27/iceflow_dn;ICEFLOW_DN
cpm27/iceflow_ft;ICEFLOW_FT
cpm27/iceflow_lf;ICEFLOW_LF
cpm27/iceflow_rt;ICEFLOW_RT
cpm27/iceflow_up;ICEFLOW_UP
cpm27/ik_conc_a85;IK_CONC_A85
cpm27/ik_conc_b25;IK_CONC_B25
cpm27/ik_conc_b65;IK_CONC_B65
cpm27/ik_cplate_256256b;IK_CPLATE_25600
cpm27/ik_cplate_6464a;IK_CPLATE_6464A
cpm27/ik_cwall04a;IK_CWALL04A
cpm27/ik_cwall05b;IK_CWALL05B
cpm27/ik_cwallv01b;IK_CWALLV01B
cpm27/ik_cwallv02a;IK_CWALLV02A
cpm27/ik_cwallv02b;IK_CWALLV02B
cpm27/ik_cwallv03b;IK_CWALLV03B
cpm27/ik_floor_met1b;IK_FLOOR_MET1B
cpm27/ik_gtrimh_lit1c;IK_GTRIMH_LIT1C
cpm27/ik_gtrimh_lit1d;IK_GTRIMH_LIT1D
cpm27/ik_gtrimv_lit1d;IK_GTRIMV_LIT1D
cpm27/ik_gtrimv_lit2a;IK_GTRIMV_LIT2A
cpm27/ik_gtrimv_lit2b;IK_GTRIMV_LIT2B
cpm27/ik_gtrimv_lit3a;IK_GTRIMV_LIT3A
cpm27/ik_gtrimv_lit4a;IK_GTRIMV_LIT4A
cpm27/ik_gtrimv_lit4b;IK_GTRIMV_LIT4B
cpm27/ik_gtrimv_lit5a;IK_GTRIMV_LIT5A
cpm27/ik_htrimh_64b;IK_HTRIMH_64B
cpm27/ik_itrimh_32b;IK_ITRIMH_32B
cpm27/ik_itrimh_32d;IK_ITRIMH_32D
cpm27/ik_itrimh_64b;IK_ITRIMH_64B
cpm27/ik_itrimv_128b;IK_ITRIMV_128B
cpm27/nobles-poster;NOBLES-POSTER
cpm27/pipebod;PIPEBOD
cpm27/protograte1;PROTOGRATE100
cpm27/rust01;RUST01
cpm27/rust02;RUST02
cpm27/trim05;TRIM05
cpm27/trim08;TRIM08
cpm27/trim12;TRIM12
cpm27/trim13;TRIM13
cpm27/trim14;TRIM14
cpm27/trim15;TRIM15
cpm27/trim17;TRIM17
cpm27/trim18;TRIM18
cpm27/trim19;TRIM19
cpm27/trim20;TRIM2000
cpm27/trim21;TRIM21
cpm27/trlight01;TRLIGHT01
cpm27/trlight03;TRLIGHT03
cpm27/trlight06;TRLIGHT06
cpm27/wall01;WALL01
cpm27/wall02;WALL02
cpm27/wall03;WALL03
cpm27/wall06;WALL06
cpm27/wall07;WALL07
cpm27/wall08;WALL08
cpm29/4_b_col01;4_B_COL01
cpm29/4_b_darkmet01;4_B_DARKMET01
cpm29/4_b_lightmet01;4_B_LIGHTMET01
cpm29/4_b_panel01;4_B_PANEL01
cpm29/4_b_panel01b;4_B_PANEL01B
cpm29/4_b_panel02;4_B_PANEL02
cpm29/4_b_panel02b;4_B_PANEL02B
cpm29/4_b_panel03;4_B_PANEL03
cpm29/4_b_panel04;4_B_PANEL04
cpm29/4_b_panel04_sh;4_B_PANEL04_SH
cpm29/4_b_panel04b;4_B_PANEL04B
cpm29/4_b_panel04b_sh;4_B_PANEL04B_SH
cpm29/4_b_panel05;4_B_PANEL05
cpm29/4_b_panel05b;4_B_PANEL05B
cpm29/4_b_panel06;4_B_PANEL06
cpm29/4_b_panel06b;4_B_PANEL06B
cpm29/4_b_panel07;4_B_PANEL07
cpm29/4_b_panel07_plain;4_B_PANEL07_PLA
cpm29/4_b_trim01;4_B_TRIM01
cpm29/4_b_trim02;4_B_TRIM02
cpm29/4_b_trim02b;4_B_TRIM02B
cpm29/4_b_trim04b;4_B_TRIM04B
cpm29/4_banner02;4_BANNER02
cpm29/4_banner02_s;4_BANNER02_S
cpm29/4_banner02b;4_BANNER02B
cpm29/4_banner04;4_BANNER04
cpm29/4_bouncer02;4_BOUNCER02
cpm29/4_col01;4_COL01
cpm29/4_col01b;4_COL01B
cpm29/4_conc_floor01;4_CONC_FLOOR01
cpm29/4_cwall01;4_CWALL01
cpm29/4_cwall03;4_CWALL03
cpm29/4_cwall032;4_CWALL032
cpm29/4_cwall032b;4_CWALL032B
cpm29/4_cwall04;4_CWALL04
cpm29/4_cwall05;4_CWALL05
cpm29/4_cwall07;4_CWALL07
cpm29/4_cwall08;4_CWALL08
cpm29/4_danger01;4_DANGER01
cpm29/4_grill;4_GRILL
cpm29/4_met01a;4_MET01A
cpm29/4_met02;4_MET02
cpm29/4_met02_l;4_MET02_L
cpm29/4_met03_l;4_MET03_L
cpm29/4_steps02;4_STEPS02
cpm29/4_triml01;4_TRIML01
cpm29/4_wires01;4_WIRES01
cpm29/ceil1_blue;CEIL1_BLUE
cpm29/ceil1_red;CEIL1_RED
cpm29/ceil1_white;CEIL1_WHITE
cpm29/ceil1_yellow;CEIL1_YELLOW
cpm29/fan2;FAN200
cpm29/floor2_1;FLOOR2_1
cpm29/floor2_2;FLOOR2_2
cpm29/floor2_3a;FLOOR2_3A
cpm29/glass_yellow1;GLASS_YELLOW1
cpm29/jumpie1;JUMPIE1
cpm29/neonlight;NEONLIGHT
cpm29/slime1;#SLIME1
cpm29/slime2;#SLIME2
cpm29/starfield_bk;STARFIELD_BK
cpm29/starfield_clouds;STARFIELD_CLOUD
cpm29/starfield_dn;STARFIELD_DN
cpm29/starfield_ft;STARFIELD_FT
cpm29/starfield_lf;STARFIELD_LF
cpm29/starfield_rt;STARFIELD_RT
cpm29/starfield_up;STARFIELD_UP
cpm4a/grate1b;GRATE1B
cpm4a/grate2a;GRATE2A
cpm4a/slime1;#SLIME1
cpm4a/slime2;#SLIME2
cpm4a/snowy_bk;SNOWY_BK
cpm4a/snowy_clouds;SNOWY_CLOUDS
cpm4a/snowy_dn;SNOWY_DN
cpm4a/snowy_ft;SNOWY_FT
cpm4a/snowy_lf;SNOWY_LF
cpm4a/snowy_rt;SNOWY_RT
cpm4a/snowy_up;SNOWY_UP
cpmctf1/banner1_b2;BANNER1_B2
cpmctf1/banner1_r2;BANNER1_R2
cpmctf1/banner2_b2;BANNER2_B2
cpmctf1/banner2_r2;BANNER2_R2
cpmctf1/darkwater;#DARKWATER
cpmctf1/e7beam02_blue;E7BEAM02_BLUE
cpmctf1/e7beam02_red;E7BEAM02_RED
cpmctf1/e7bmtrim2;E7BMTRIM2
